track_id,track_name,artist_name,album_name,popularity,duration_ms,explicit,release_date,genre
ROC01443,Tough Benefit,Linkin Park,Find First,68.0,190688.0,0.0,2019-03-16,rock
HIP01077,Government Provide,Cardi B,Unknown Album,56.0,241355.0,1.0,2023-08-15,hip-hop
R-N02131,Republican Trouble,The Weeknd,Drug Benefit,71.0,268268.0,0.0,2018-06-15,r-n-b
ELE02479,Street To,Calvin Harris,Firm Serve,44.0,221992.0,1.0,2024-07-13,electronic
POP00883,Tax Cup,Ariana Grande,Unknown Album,81.0,168590.0,0.0,2016-12-28,pop
ELE02870,Hundred Bad,Aphex Twin,Successful Evidence,68.0,168350.0,0.0,2018-04-14,electronic
R-N00289,Activity Upon,The Weeknd,My Quite,62.0,183311.0,1.0,2016-03-30,r-n-b
ROC00452,Know Across,The Killers,Shoulder Community,54.0,266324.0,1.0,2016-08-09,rock
ELE00737,Company Finish,Bonobo,Issue Role,50.0,151875.0,1.0,2024-01-30,electronic
POP02025,Speak Successful,Ariana Grande,Area Success,76.0,184525.0,0.0,2016-03-04,pop
HIP02782,Finish Nation,J. Cole,Experience Walk,73.0,224220.0,1.0,,hip-hop
R-N00599,Offer Make,Ella Mai,Trade Week,69.0,168002.0,,2020-01-30,r-n-b
ELE01059,Standard Morning,Bonobo,Light Take,43.0,220653.0,1.0,,electronic
R-N00871,Hour Wife,Ella Mai,Manager Film,67.0,260001.0,0.0,2017-03-11,r-n-b
POP02601,Executive Reach,Olivia Rodrigo,Believe Over,79.0,150628.0,0.0,2024-01-30,pop
ROC02645,Ever Teacher,Radiohead,Executive Left,47.0,234963.0,0.0,2019-08-15,rock
ELE02298,Final Save,Disclosure,Product Those,52.0,256650.0,0.0,,electronic
ROC00532,Any Fight,Foo Fighters,Budget Here,74.0,,0.0,2024-03-15,rock
POP01673,Play Want,Ed Sheeran,Forward Size,68.0,268599.0,0.0,2020-03-30,
ROC02618,We Local,Foo Fighters,All Decide,67.0,250005.0,1.0,2016-03-30,rock
POP00400,Material Really,Olivia Rodrigo,Shake Mouth,64.0,201740.0,,2019-03-30,pop
POP00871,Mission World,Olivia Rodrigo,Thank During,69.0,184037.0,1.0,2015-11-04,pop
ELE00047,Actually Hour,Bicep,Determine If,54.0,191955.0,0.0,2024-01-26,electronic
POP00878,Difficult Stuff,Ed Sheeran,Hotel Suggest,74.0,196131.0,1.0,2017-05-18,pop
R-N00272,Within Follow,Frank Ocean,Product Within,65.0,253576.0,0.0,,r-n-b
R-N00695,Cost Music,Jhene Aiko,Energy Government,74.0,167723.0,0.0,2023-12-19,r-n-b
POP00097,Foreign When,Harry Styles,While Onto,76.0,243375.0,1.0,2016-08-30,pop
ROC02585,None Someone,Foo Fighters,Policy None,66.0,268441.0,0.0,2015-09-18,rock
ELE00116,Generation Look,Aphex Twin,Direction Where,68.0,205943.0,1.0,2018-05-30,electronic
ELE00351,Bag Religious,Bicep,Century Process,58.0,252659.0,0.0,2024-04-30,electronic
R-N00726,Station Collection,Frank Ocean,Meet Nor,72.0,216800.0,0.0,,r-n-b
POP01412,Career Pass,Harry Styles,Well Available,78.0,188556.0,0.0,,
ELE00669,Able Believe,Aphex Twin,Fall Weight,57.0,253278.0,0.0,,electronic
ROC02413,Raise Money,Imagine Dragons,Suggest Over,64.0,223137.0,0.0,2015-07-11,rock
R-N01752,Nice Agree,Jhene Aiko,Listen Off,63.0,202175.0,0.0,2017-03-30,r-n-b
R-N02073,From Though,Beyonce,Capital Wonder,68.0,254974.0,0.0,2020-08-30,r-n-b
POP01237,Hand Will,Billie Eilish,Computer Score,71.0,268726.0,1.0,2017-02-24,
HIP00795,Practice Already,J. Cole,Ball Father,67.0,197151.0,0.0,2021-02-25,hip-hop
ROC02567,Pick Interview,Foo Fighters,Strong Century,66.0,172714.0,1.0,,rock
POP00808,Job Certain,Taylor Swift,Beautiful Summer,83.0,161136.0,0.0,2024-02-23,pop
ROC01802,Pick Certain,Imagine Dragons,Heart Owner,56.0,180169.0,0.0,,rock
HIP00275,Agency Affect,Kendrick Lamar,House Everyone,79.0,156813.0,0.0,2017-03-30,hip-hop
POP02515,Travel Decade,Unknown Artist,System Manager,77.0,175325.0,,2021-03-30,pop
ELE02218,What On,Calvin Harris,Mrs Capital,60.0,215499.0,1.0,2021-03-30,electronic
R-N01295,Owner Red,Unknown Artist,Stage Trade,74.0,256262.0,0.0,2017-10-15,r-n-b
ELE01445,Probably Inside,Bicep,Compare Finally,56.0,164552.0,,2016-10-17,electronic
POP02253,Tree Opportunity,Dua Lipa,Natural You,74.0,263604.0,0.0,2019-09-08,pop
HIP02416,Person Reason,Travis Scott,Common Leave,67.0,150391.0,0.0,2020-03-30,hip-hop
ROC02763,Book Wait,The Killers,Way Such,66.0,224517.0,0.0,2016-04-03,rock
ELE00828,Interview Positive,Disclosure,Voice Sure,59.0,251766.0,0.0,2018-03-30,electronic
HIP01154,Mother Picture,Kendrick Lamar,Unknown Album,76.0,213509.0,0.0,2021-09-12,hip-hop
ELE01091,Consumer Contain,Calvin Harris,Only Can,45.0,156056.0,0.0,2023-05-28,electronic
ROC02659,Unknown Track,Radiohead,Unknown Album,63.0,258656.0,1.0,2017-03-30,
ELE01251,Magazine Nearly,Disclosure,Unknown Album,63.0,219056.0,0.0,,electronic
ROC01408,North Resource,The Killers,Soldier Radio,48.0,260752.0,1.0,2017-11-01,rock
R-N00975,But Program,Jhene Aiko,Claim Fall,72.0,151137.0,1.0,2020-02-14,r-n-b
HIP00681,Several Shoulder,Travis Scott,Bank Defense,67.0,204952.0,0.0,,hip-hop
POP02999,Yourself The,Billie Eilish,Reduce Fact,73.0,183198.0,1.0,2015-06-28,pop
HIP02205,Without Series,Travis Scott,Eight Country,75.0,262934.0,1.0,,hip-hop
POP02268,Improve Cut,Ed Sheeran,Unit News,71.0,,0.0,2016-11-19,
ELE00202,Treatment Avoid,Calvin Harris,Protect Administration,50.0,207076.0,0.0,2019-06-06,electronic
ELE00109,Choose Join,Disclosure,Program Soon,58.0,202499.0,1.0,2023-03-30,electronic
R-N00626,Record Around,Beyonce,During Safe,65.0,262696.0,0.0,2023-10-06,r-n-b
HIP00924,Affect Contain,Kendrick Lamar,Performance Economic,68.0,219655.0,0.0,2015-03-30,hip-hop
HIP01076,Explain Charge,Travis Scott,Item Instead,67.0,248563.0,0.0,2017-08-30,hip-hop
HIP00716,Determine I,J. Cole,Benefit Direction,91.0,227050.0,0.0,2021-03-30,hip-hop
POP00979,Dream Difficult,Dua Lipa,Stop Key,80.0,265373.0,0.0,,pop
HIP02132,Phone Claim,Nicki Minaj,War Crime,72.0,150696.0,0.0,2022-03-29,hip-hop
POP00718,Without Information,Olivia Rodrigo,Process Government,72.0,251109.0,0.0,,pop
ROC00407,Important Push,Coldplay,Other Blue,64.0,231016.0,,2021-01-21,
HIP01318,Now Level,Kendrick Lamar,Put About,71.0,253909.0,0.0,2020-11-19,hip-hop
ELE01840,No Value,Aphex Twin,Name Office,44.0,212803.0,0.0,2019-03-30,electronic
HIP00280,Item Least,Cardi B,Pay Yes,64.0,229652.0,0.0,,hip-hop
HIP02687,New Itself,Unknown Artist,Life Despite,66.0,222820.0,0.0,2018-10-01,hip-hop
POP00019,Again Thank,Harry Styles,Old Situation,,184760.0,1.0,2023-03-30,pop
ROC00379,Sense Run,Linkin Park,Admit Machine,63.0,191909.0,1.0,2020-04-24,rock
ROC01551,Audience May,Radiohead,Unknown Album,76.0,166035.0,1.0,2016-03-30,rock
ROC01621,Program Mind,Unknown Artist,Capital Think,,181279.0,0.0,2022-07-30,rock
ELE01258,Magazine Process,Bonobo,Reveal Machine,51.0,161128.0,1.0,2021-05-29,electronic
ELE01110,Magazine Appear,Bonobo,Institution Woman,49.0,245089.0,0.0,2023-02-23,electronic
ROC02601,Box General,Foo Fighters,Behavior According,,251082.0,1.0,2020-12-11,
ELE00465,Open Group,Bicep,Work Woman,44.0,176964.0,0.0,2023-03-30,electronic
R-N02158,Whom Particular,Ella Mai,Future Type,75.0,256505.0,0.0,2017-06-11,r-n-b
ROC00209,Doctor Crime,Coldplay,Unknown Album,57.0,159814.0,,,rock
R-N01149,Foot Whether,SZA,Pay Tell,63.0,214969.0,0.0,2023-12-09,r-n-b
R-N01247,Account Decision,Beyonce,And Offer,65.0,246954.0,0.0,2017-04-17,r-n-b
POP01667,They Experience,Ariana Grande,Meeting Poor,71.0,232208.0,,2017-02-02,pop
HIP00198,Compare Newspaper,Cardi B,Gas Place,67.0,194766.0,0.0,2023-11-06,hip-hop
HIP02012,Him Institution,Kendrick Lamar,Rate Growth,70.0,256186.0,0.0,,hip-hop
ELE02199,Age Speak,Aphex Twin,Gas Whether,54.0,217658.0,1.0,2021-03-30,electronic
ELE00084,Public Space,Calvin Harris,Lose Drug,,179132.0,1.0,2016-08-30,electronic
ROC00093,After Since,Linkin Park,Month Find,55.0,161587.0,0.0,2023-05-30,rock
ROC02961,Prevent Score,Foo Fighters,Data Remain,61.0,200686.0,1.0,2020-09-09,rock
HIP01223,Huge Direction,Drake,Administration Run,77.0,266726.0,0.0,2019-06-18,hip-hop
R-N01878,Sound World,H.E.R.,Crime You,68.0,,1.0,2022-05-05,r-n-b
ELE02159,Leave Herself,Bonobo,Protect Reason,70.0,233569.0,1.0,2022-06-30,electronic
ELE02130,People Word,Aphex Twin,Weight Research,41.0,153924.0,1.0,2020-08-30,electronic
ELE00397,Fill Subject,Disclosure,After Remain,51.0,228872.0,0.0,2018-01-10,electronic
ROC00437,Glass Increase,Linkin Park,Here Social,60.0,176336.0,0.0,2018-03-30,rock
ELE02342,Spend Later,Disclosure,Leader Street,50.0,153580.0,0.0,2024-02-04,electronic
POP01520,Certainly Easy,Olivia Rodrigo,Build Price,83.0,231204.0,0.0,,pop
ELE00733,No Economy,Calvin Harris,Analysis Instead,44.0,188923.0,1.0,2016-12-22,electronic
POP00246,Unknown Track,Ariana Grande,Member Where,71.0,195443.0,0.0,2019-04-03,pop
ELE00827,Itself Face,Martin Garrix,Stay History,49.0,192473.0,0.0,2021-01-30,electronic
ROC02762,Draw Experience,Arctic Monkeys,With Economy,53.0,205110.0,0.0,2018-09-30,rock
POP02381,Unknown Track,Ed Sheeran,Drop Sell,68.0,261385.0,0.0,2023-03-30,
POP01613,Short Provide,Harry Styles,Need Region,74.0,153469.0,,2016-05-20,pop
ROC01457,May Major,Radiohead,Instead Green,68.0,250909.0,0.0,2018-01-17,rock
ELE00479,Coach Yes,Calvin Harris,Parent Report,63.0,206712.0,0.0,,electronic
POP01572,Fast Arrive,Ed Sheeran,Ago Remain,76.0,178683.0,0.0,,pop
ELE01668,Then Task,Disclosure,Politics Peace,55.0,188070.0,0.0,2016-01-30,electronic
ROC02063,Hear Single,Radiohead,Dark Majority,69.0,173192.0,0.0,2018-02-19,rock
ROC02633,Face Guy,Arctic Monkeys,Red Shake,71.0,177200.0,0.0,2019-09-30,rock
R-N01669,Somebody Never,Beyonce,Join Recent,77.0,201970.0,0.0,,r-n-b
ROC02959,She Guy,The Killers,Ok Tend,60.0,222968.0,,2024-10-03,rock
ELE02416,Back Mrs,Calvin Harris,Sport Figure,54.0,175188.0,1.0,2016-04-25,electronic
POP01060,Teacher Speech,Ed Sheeran,Soldier Story,80.0,,0.0,2023-04-16,pop
R-N02813,Guy Staff,Ella Mai,Eye Environmental,60.0,217783.0,0.0,,r-n-b
HIP00371,Later Sit,Nicki Minaj,List Clearly,62.0,264510.0,0.0,2022-01-28,hip-hop
POP00100,Store All,Dua Lipa,Indeed Control,65.0,212163.0,1.0,,pop
HIP02528,Card Current,J. Cole,Loss Scene,68.0,160944.0,0.0,2021-09-17,hip-hop
ROC02941,Season Imagine,The Killers,See Dog,76.0,261371.0,0.0,2019-07-26,rock
HIP01474,Myself Move,Nicki Minaj,Couple Check,75.0,221124.0,,2020-03-27,hip-hop
HIP01274,Claim Ask,Cardi B,Deal Me,56.0,252239.0,1.0,,hip-hop
HIP01617,Rule Leave,Nicki Minaj,Bill Can,51.0,181594.0,0.0,2021-03-30,hip-hop
ELE01576,Owner Wear,Four Tet,Song Study,53.0,229757.0,1.0,2024-01-04,electronic
ELE02487,Ground Outside,Bonobo,Note Soldier,45.0,228610.0,0.0,2015-03-05,electronic
HIP02643,Character Keep,Drake,Everybody Answer,79.0,159178.0,0.0,,hip-hop
ROC00836,Avoid Least,The Killers,Take Home,69.0,207053.0,1.0,2018-05-29,rock
POP01505,Nation On,Ariana Grande,Drug No,71.0,,1.0,2016-09-15,pop
R-N02829,Painting Fight,Jhene Aiko,Positive Gun,60.0,208421.0,1.0,2016-03-30,r-n-b
HIP02234,Number Space,Drake,Actually Watch,72.0,180876.0,0.0,2022-03-28,hip-hop
ELE01061,About Road,Calvin Harris,Indeed Plan,56.0,150091.0,0.0,2015-03-30,electronic
R-N00714,Summer Yeah,Beyonce,Unknown Album,67.0,160282.0,0.0,,r-n-b
POP02841,Interview True,Ariana Grande,Increase Hospital,64.0,167855.0,0.0,2017-08-30,pop
HIP02404,Important Bag,Post Malone,Police Central,64.0,234168.0,1.0,2020-02-29,hip-hop
ELE02805,Development Ready,Martin Garrix,Method Person,50.0,169235.0,1.0,2022-03-14,electronic
R-N00996,Begin Station,Beyonce,Unknown Album,65.0,267447.0,1.0,2024-07-12,r-n-b
ELE02713,Tend Drug,Disclosure,In Similar,57.0,169740.0,0.0,2017-01-02,electronic
ELE01042,Practice Religious,Bicep,Bill Institution,52.0,228675.0,0.0,2021-03-30,electronic
POP00740,Challenge Total,Ariana Grande,Home Read,62.0,153365.0,1.0,2023-05-06,pop
POP01975,Including Mention,Olivia Rodrigo,Look When,72.0,254817.0,0.0,2018-09-06,pop
POP01889,Assume Goal,Unknown Artist,Approach First,74.0,162302.0,0.0,2017-12-08,pop
ROC00171,Smile Of,Imagine Dragons,Direction Moment,63.0,217153.0,0.0,2015-03-30,rock
POP02981,Store The,Ariana Grande,Hold Guess,,167642.0,0.0,2021-03-30,pop
HIP00612,Stock Idea,J. Cole,Vote Type,68.0,240877.0,0.0,2022-03-30,hip-hop
ELE00336,Someone Culture,Calvin Harris,Wall Serve,66.0,267950.0,0.0,,electronic
ELE02213,Red Off,Bonobo,Unknown Album,59.0,248693.0,1.0,,electronic
HIP01607,About Fight,J. Cole,Art Leader,73.0,216259.0,0.0,2023-10-12,hip-hop
POP00907,Night Imagine,Olivia Rodrigo,Figure Western,79.0,186482.0,0.0,,pop
R-N01406,Woman Provide,Beyonce,Total Those,55.0,214501.0,0.0,2022-02-11,r-n-b
ROC02133,Factor Focus,Linkin Park,Purpose Consumer,76.0,238766.0,0.0,2020-04-23,
HIP00120,Quality Eye,Unknown Artist,What Activity,66.0,159567.0,0.0,2018-05-25,hip-hop
HIP02276,Address In,J. Cole,She Top,60.0,166633.0,1.0,2022-03-28,hip-hop
HIP00096,Everyone Maintain,Travis Scott,Operation Old,76.0,156317.0,0.0,2024-03-30,hip-hop
ROC01132,After Challenge,Linkin Park,Within Soon,66.0,162264.0,0.0,2022-11-11,rock
R-N02195,Blood Memory,The Weeknd,Bill Computer,64.0,174179.0,0.0,2020-05-19,r-n-b
R-N02936,Deal Painting,The Weeknd,Artist Decide,67.0,194599.0,0.0,2017-03-30,r-n-b
HIP02353,Political Social,Cardi B,He Form,77.0,162821.0,0.0,2023-05-25,hip-hop
HIP01726,Over Way,Post Malone,Size Relate,,266758.0,0.0,,hip-hop
R-N00477,Claim Raise,H.E.R.,Must Fly,63.0,186078.0,0.0,,r-n-b
POP02236,Spring Occur,Olivia Rodrigo,Already Grow,75.0,174141.0,0.0,2015-02-28,pop
POP01448,Step Plan,Harry Styles,Piece Few,83.0,157430.0,1.0,2020-04-09,pop
HIP01890,Goal Teach,Kendrick Lamar,Offer Like,64.0,183185.0,1.0,2017-07-26,hip-hop
ROC00059,Note Decide,The Killers,Ground Five,66.0,237726.0,0.0,2017-03-30,rock
POP02814,Particularly Particular,Harry Styles,Really Staff,87.0,,0.0,2019-07-28,
POP00086,Rise We,Dua Lipa,Show Simply,81.0,213156.0,,2016-04-30,pop
ELE01474,Majority Six,Martin Garrix,Chair Prevent,58.0,260862.0,,2023-08-04,electronic
POP02625,Cell Message,Olivia Rodrigo,Reality Where,69.0,246152.0,0.0,2017-05-30,pop
ELE00200,National Form,Martin Garrix,Unknown Album,68.0,154481.0,1.0,2023-03-30,electronic
R-N02567,Low After,SZA,Throughout Heavy,69.0,245405.0,0.0,,r-n-b
ELE02589,Owner Coach,Bicep,Two Give,46.0,232780.0,1.0,2023-01-16,electronic
POP02708,Include Practice,Billie Eilish,Your For,72.0,173162.0,1.0,2017-12-08,pop
POP02511,Enter Wind,Taylor Swift,View Rate,78.0,182838.0,0.0,2023-03-30,pop
R-N02644,Degree Only,Beyonce,Run Lead,67.0,218873.0,,2024-11-30,r-n-b
R-N00085,Threat Difficult,Frank Ocean,Unknown Album,77.0,155927.0,0.0,2015-07-30,r-n-b
HIP00555,Figure Community,Cardi B,Style Foreign,69.0,206648.0,0.0,2021-12-28,hip-hop
HIP02512,Idea Daughter,Drake,Report Real,74.0,216201.0,1.0,2016-12-23,hip-hop
POP01335,Traditional Their,Ed Sheeran,She According,72.0,171782.0,0.0,2020-03-30,
ROC02403,Mind Skin,The Killers,Than Need,61.0,197889.0,0.0,2016-07-30,rock
HIP01220,Owner Price,Cardi B,Unknown Album,54.0,265518.0,,2020-01-10,hip-hop
POP00378,Whether Gas,Olivia Rodrigo,Deal Turn,89.0,165336.0,,2023-03-30,pop
ROC02186,Very Claim,Foo Fighters,Unknown Album,66.0,197384.0,0.0,2016-03-05,rock
ELE02941,Unknown Track,Disclosure,Before Stand,61.0,160811.0,0.0,2022-04-28,electronic
R-N00982,Simply Less,H.E.R.,Value Position,60.0,205936.0,1.0,2022-05-29,r-n-b
R-N00402,Box Me,SZA,Large Within,65.0,256085.0,1.0,2016-03-30,r-n-b
ROC02853,Education Sure,Linkin Park,Truth Least,47.0,249430.0,0.0,2018-12-29,rock
ELE01674,Bar Know,Calvin Harris,National Especially,42.0,156971.0,1.0,2024-05-17,electronic
ROC01203,Study Management,The Killers,Job Increase,56.0,234904.0,1.0,2022-05-16,rock
HIP02101,Each Weight,Kendrick Lamar,Anyone Oil,73.0,165178.0,0.0,,hip-hop
R-N01637,Item Although,Frank Ocean,Everybody Administration,55.0,200216.0,0.0,2020-03-30,r-n-b
HIP02197,Court High,Drake,Democratic Writer,67.0,247663.0,0.0,2024-12-06,hip-hop
ROC00542,Know Certainly,Radiohead,Piece Night,49.0,199228.0,0.0,2020-12-30,rock
R-N01700,Rise Machine,H.E.R.,Relationship Return,61.0,224427.0,1.0,2020-02-20,r-n-b
ROC00127,Only Adult,The Killers,Personal Read,73.0,259301.0,0.0,2019-11-05,rock
ELE01786,Create Again,Bonobo,Idea Forward,63.0,194619.0,1.0,,electronic
R-N01049,Along Hard,Frank Ocean,Accept Mission,63.0,179416.0,1.0,2017-01-20,r-n-b
ROC00399,Form Series,Linkin Park,Thing House,51.0,179737.0,1.0,2021-01-10,rock
POP02348,Teach Power,Dua Lipa,Debate Happen,79.0,253170.0,0.0,2018-06-26,
POP02937,Beyond Add,Olivia Rodrigo,Keep Ok,73.0,202775.0,1.0,2018-02-04,
R-N02688,Open Free,H.E.R.,Moment Act,75.0,268383.0,0.0,2024-02-12,r-n-b
POP02705,Her Wrong,Harry Styles,Project Follow,81.0,210946.0,1.0,2022-03-30,pop
POP02207,Carry Good,Harry Styles,Language Remember,77.0,175830.0,,2017-03-30,pop
HIP01127,Unknown Track,Kendrick Lamar,Unknown Album,81.0,163615.0,1.0,2018-03-30,hip-hop
R-N00521,Huge Skill,Frank Ocean,Network Model,62.0,245216.0,0.0,2017-06-30,r-n-b
ROC00749,Far Choose,Linkin Park,Value Time,61.0,175354.0,1.0,2024-09-05,rock
HIP01983,Name Source,Nicki Minaj,Rise Mission,69.0,209974.0,0.0,2022-04-25,hip-hop
ELE00003,Interesting And,Disclosure,Will Itself,38.0,184258.0,0.0,2024-07-24,electronic
POP00890,Sea Decision,Harry Styles,War Staff,80.0,164442.0,0.0,2022-08-21,
ELE02677,Tax Space,Four Tet,Child Student,51.0,222721.0,0.0,2023-08-05,electronic
POP00840,Black Visit,Harry Styles,Reduce Goal,74.0,195780.0,,,pop
ROC00319,Many Page,The Killers,Ball Lead,61.0,180278.0,1.0,2022-01-24,rock
POP01980,Issue Dog,Ed Sheeran,Physical Hospital,68.0,233927.0,0.0,2020-07-24,pop
HIP02937,Establish Process,Kendrick Lamar,According Organization,59.0,166069.0,0.0,2022-09-26,hip-hop
ROC01497,Ask Treat,Imagine Dragons,Upon Write,78.0,185925.0,0.0,2017-09-19,rock
HIP01112,Foreign Necessary,Post Malone,About Wrong,80.0,177746.0,,2018-03-30,hip-hop
R-N02996,Usually Boy,Unknown Artist,Situation My,75.0,209486.0,0.0,2022-08-10,r-n-b
POP02377,Society Can,Harry Styles,Notice Exactly,66.0,252116.0,,2016-12-03,
HIP00430,Marriage Building,Travis Scott,Statement Go,73.0,267152.0,0.0,2017-12-21,hip-hop
ELE00960,Scientist Just,Bicep,Shake Evening,46.0,151400.0,1.0,2024-03-30,electronic
HIP00521,Bit Author,Nicki Minaj,Card Letter,53.0,242280.0,0.0,2023-09-30,hip-hop
R-N00066,Usually Debate,H.E.R.,Interest Control,68.0,171474.0,0.0,,r-n-b
ROC01258,Foot Put,Arctic Monkeys,Allow Buy,58.0,179763.0,,2024-03-08,rock
ROC02127,Unknown Track,Radiohead,Bar Picture,55.0,227310.0,0.0,,rock
POP00331,Style Focus,Ariana Grande,Indeed Several,69.0,212963.0,0.0,2023-03-30,pop
R-N02990,Instead Meeting,Frank Ocean,Wide Center,,212181.0,0.0,2023-08-04,r-n-b
ROC00854,Especially Government,Linkin Park,Word Very,62.0,240429.0,1.0,2015-05-20,rock
ROC00939,Between Low,Coldplay,Smile Soldier,52.0,207357.0,,2024-03-30,rock
R-N01659,Central Together,Unknown Artist,Bag Growth,67.0,196517.0,1.0,2016-03-30,r-n-b
HIP00840,Form Life,Cardi B,Unknown Album,65.0,246656.0,1.0,,hip-hop
ROC01124,Indicate Little,Linkin Park,Upon Mission,72.0,262077.0,0.0,2020-04-06,
POP01205,Audience Anything,Harry Styles,Simple Man,75.0,209669.0,0.0,,
ELE01274,Close Accept,Aphex Twin,Stop Statement,48.0,152733.0,1.0,,electronic
ROC00353,Some Prepare,Linkin Park,Different It,68.0,214724.0,0.0,2020-03-28,rock
R-N01842,Commercial Compare,Beyonce,Generation Be,67.0,263791.0,0.0,2016-05-30,r-n-b
